price,link,title,location,description,attributes
Please Contact,/v-apartments-condos/burnaby-new-westminster/non-resident-parking-apartment-for-rent-9500-erickson-drive/1692971935,Non Resident Parking Apartment for Rent - 9500 Erickson Drive,Burnaby,"9500 Erickson Drive is set against the lush green hills of Burnaby, British Columbia at Lougheed Village. Beautifully renovated suites that feature full size stainless steel appliances including ...","{'Nearest intersection': 'Cameron Street / Beaverbrook Drive', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$2,289.00",/v-apartments-condos/vancouver-downtown-west-end/studio-apartment-for-rent-945-jervis-street/1691556644,Studio Apartment for Rent - 945 Jervis Street,Vancouver,"Governor's Square at 945 Jervis Street boasts spacious, modern bachelor, 1 & 2 bedroom suites including large balconies. 945 Jervis includes amenities such as clean laundry room, storage lockers and ...","{'Nearest intersection': 'Robson Street / Jervis Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '440sqft'}"
"$3,069.00",/v-apartments-condos/vancouver-downtown-west-end/1-bedroom-apartment-for-rent-945-jervis-street/1691199389,1 Bedroom Apartment for Rent - 945 Jervis Street,Vancouver,"Governor's Square at 945 Jervis Street boasts spacious, modern bachelor, 1 & 2 bedroom suites including large balconies. 945 Jervis includes amenities such as clean laundry room, storage lockers and ...","{'Nearest intersection': 'Robson Street / Jervis Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '612sqft'}"
"$2,485.00",/v-apartments-condos/burnaby-new-westminster/1bdrm-apartment-for-rent-9304-salish-court/1691807557,1bdrm Apartment for Rent - 9304 Salish Court,Burnaby,"Tower West is located at 9304 Salish Court in Burnaby at Lougheed Village. 9304 Salish offers beautiful views and amazing apartments. Tower West suites feature new floors throughout, full size ...","{'Nearest intersection': 'Lougheed Highway / Bell Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '744sqft'}"
"$3,235.00",/v-apartments-condos/burnaby-new-westminster/2bdrm-apartment-for-rent-9303-salish-court/1694666786,2bdrm Apartment for Rent - 9303 Salish Court,Burnaby,"Willow Lake Lodge at 9303 Salish Court is a short walk away from Lougheed Mall and Lougheed Skytrain Station. Close to SFU Simon Fraser University and Safeway, Fitness 2000 and Lougheed Village Bar ...","{'Nearest intersection': 'Cameron Street / Beaverbrook Drive', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '932sqft'}"
"$2,769.00",/v-apartments-condos/vancouver-downtown-west-end/1-bedroom-apartment-for-rent-8616-oak-street/1692972022,1 Bedroom Apartment for Rent - 8616 Oak Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Bridgewater Apartments is strategically located in the ...","{'Nearest intersection': 'Oak Street / West 70th Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '620sqft'}"
"$2,379.00",/v-apartments-condos/vancouver-downtown-west-end/studio-apartment-for-rent-8616-oak-street/1687794869,Studio Apartment for Rent - 8616 Oak Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Bridgewater Apartments is strategically located in the ...","{'Nearest intersection': 'Oak Street / West 70th Avenue', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '510sqft'}"
"$2,779.00",/v-apartments-condos/vancouver-downtown-west-end/2-bedroom-apartment-for-rent-8616-oak-street/1686935785,2 Bedroom Apartment for Rent - 8616 Oak Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Bridgewater Apartments is strategically located in the ...","{'Nearest intersection': 'Oak Street / West 70th Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '691sqft'}"
"$2,577.00",/v-apartments-condos/burnaby-new-westminster/1-bedroom-apartment-for-rent-7376-halifax-st/1694449261,1 Bedroom Apartment for Rent - 7376 HALIFAX ST,Burnaby,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. 7360, 7376 Halifax Street in Burnaby features newly renovated ...","{'Nearest intersection': 'Halifax Street / Phillips Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '711sqft'}"
"$2,449.00",/v-apartments-condos/burnaby-new-westminster/1-bedroom-apartment-for-rent-737-carnarvon-street/1693384637,1 Bedroom Apartment for Rent - 737 Carnarvon Street,New Westminster,"Virtual Open House: Please view our available units by clicking on the virtual tour below. Large, newly renovated units available for immediate move-in!737 Carnarvon Street is located in the ...","{'Nearest intersection': 'Carnarvon Street / Begbie Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '524sqft'}"
Please Contact,/v-apartments-condos/burnaby-new-westminster/non-resident-parking-apartment-for-rent-737-carnarvon-street/1692971932,Non Resident Parking Apartment for Rent - 737 Carnarvon Street,New Westminster,"Virtual Open House: Please view our available units by clicking on the virtual tour below. Large, newly renovated units available for immediate move-in!737 Carnarvon Street is located in the ...","{'Nearest intersection': 'Carnarvon Street / Begbie Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$3,302.00",/v-apartments-condos/burnaby-new-westminster/2-bedroom-apartment-for-rent-7360-halifax-st/1694593320,2 Bedroom Apartment for Rent - 7360 HALIFAX ST,Burnaby,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. 7360, 7376 Halifax Street in Burnaby features newly renovated ...","{'Nearest intersection': 'Halifax Street / Goleta Drive', 'Bedrooms': '2', 'Bathrooms': '1.5', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '943sqft'}"
"$2,300.00",/v-apartments-condos/vancouver/near-ubc-arbutus-quilchena-1-bdrm-1bath-650-sqft/1695105973,Near UBC-Arbutus-Quilchena-1 Bdrm-1Bath/650 sqft,Vancouver,"Welcome to a clean & bright 650 sqft UNFURNISHED, private entrance, basement suite in a family home. Located in the desirable and safe neighbourhood of Quilchena/Arbutus, and 20 minutes from UBC ON ...","{'Nearest intersection': 'West King Edward Avenue / Brakenridge Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '650sqft'}"
"$2,250.00",/v-apartments-condos/vancouver/2-bedroom-suite-rental-heart-of-commercial-drive/1691006654,2 Bedroom Suite Rental - Heart of Commercial Drive,Vancouver,"2 Bedroom Suite, Heart of Commercial Drive, East Vancouver. Ideal for two adults and 1-2 children. Lower floor of heritage home. Shared laundry. New appliances, newly painted. $2250 per month. Plus ...","{'Nearest intersection': 'Commercial Drive / Kitchener Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '750sqft'}"
"$2,400.00",/v-apartments-condos/burnaby-new-westminster/great-location-1-bed-den-for-rent-lougheedtowncenter-sfu/1693576562,Great location! 1 Bed + Den for rent -  LougheedTownCenter (SFU),Coquitlam,"Luxurious near new 1 bed & den 580 Sqft high-rise apartment located across from City of Lougheed Mall, next to Coquitlam college, 7 minutes drive to SFU Burnaby campus. Walking distance to Lougheed ...","{'Nearest intersection': 'Whiting Way / Brookmere Avenue', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '580sqft'}"
"$2,400.00",/v-apartments-condos/delta-surrey-langley/apartment-for-rent/1694662526,Apartment for Rent,Delta/Surrey/Langley,"Very new Penthouse has balcony with view 2 bedroom condo for rent available July 1/2024 in Surrey central area , 5’ to Surrey Memorial Hospital, 5 minute walk to King George sky train, and SFU , and ...","{'Nearest intersection': 'Fraser Highway / 138 Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '750sqft'}"
"$3,700.00",/v-apartments-condos/delta-surrey-langley/furnished-3br-townhouse-for-rent/1693797552,Furnished 3BR townhouse FOR RENT,Delta/Surrey/Langley,FURNISHED Modern 3BR Townhome in popular Grandview heights - south surrey. Fully Furnished with Upgraded Features and New Furnitures. ** has to be rented furnished ** - XL double garage with plenty ...,"{'Nearest intersection': '168 Street / 23 Avenue', 'Bedrooms': '3', 'Bathrooms': '3', 'Unit type': 'Townhouse', 'Parking included': '2', 'Size (sqft)': '1406sqft'}"
"$3,300.00",/v-apartments-condos/vancouver-downtown-west-end/westend-condo-for-rent/1694959559,Westend Condo for Rent,Vancouver,"West of Denman reinforced concrete strata, located on large property with outdoor pool, manicured gardens offers fully renovated two bedroom SE corner. Enjoy great light & views to English Bay & city ...","{'Nearest intersection': 'Denman Street / Haro Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '780sqft'}"
"$2,499.00",/v-apartments-condos/burnaby-new-westminster/1-bedroom-apartment-for-rent-7360-halifax-st/1693642527,1 Bedroom Apartment for Rent - 7360 HALIFAX ST,Burnaby,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. 7360, 7376 Halifax Street in Burnaby features newly renovated ...","{'Nearest intersection': 'Halifax Street / Goleta Drive', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '683sqft'}"
"$2,218.00",/v-apartments-condos/burnaby-new-westminster/studio-apartment-for-rent-7360-halifax-st/1692971845,Studio Apartment for Rent - 7360 HALIFAX ST,Burnaby,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. 7360, 7376 Halifax Street in Burnaby features newly renovated ...","{'Nearest intersection': 'Halifax Street / Goleta Drive', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '484sqft'}"
"$2,675.00",/v-apartments-condos/vancouver/the-lonsdale-1-bedroom-apartment-for-rent/1695010751,The Lonsdale - 1 Bedroom Apartment for Rent,North Vancouver,"The Lonsdale offers a collection of one, two and three-bedroom pet-friendly* rentals. Each unit is equipped with a spacious private balcony or patio, timeless West Coast design, in-suite laundry, and ...","{'Nearest intersection': 'Marine Drive / 13th Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '500sqft'}"
"$2,549.00",/v-apartments-condos/vancouver-downtown-west-end/vancouver-bachelor-apartment-for-rent-5815-yew-street/1658910323,Vancouver Bachelor Apartment for Rent - 5815 Yew Street,Downtown-West End,"Park Towers is located at 5815 Yew Street, a first class 83-unit concrete mid-rise rental apartment building in Kerrisdale. Located in one of Vancouver’s most affluent neighborhood and considered by ...","{'Nearest intersection': 'West 41st Avenue / Vine Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '482sqft'}"
"$4,750.00",/v-apartments-condos/vancouver/2-bedroom-townhome-for-rent-3701-princess-avenue/1694475704,2 Bedroom Townhome for Rent - 3701 Princess Avenue,North Vancouver,"Virtual Open House: Join our open house on Saturday, April 15 from 11am to 3pm Twin Lakes is a community with an abundance of natural and urban amenities. The shops of Lynn Valley Town Centre and ...","{'Nearest intersection': 'East 29th Street / Brand Street', 'Bedrooms': '2', 'Bathrooms': '1.5', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '1060sqft'}"
"$3,346.00",/v-apartments-condos/vancouver/2-bedroom-apartment-for-rent-2670-library-lane/1694666841,2 Bedroom Apartment for Rent - 2670 Library Lane,North Vancouver,"Hawthorne at Timber Court is situated at the corner of East 27th & Library Lane in the District of North Vancouver, providing views to the North Shore Mountains and proximity to the pristine natural ...","{'Nearest intersection': 'Mountain Highway / East 27th Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '695sqft'}"
"$4,405.00",/v-apartments-condos/vancouver/2-bedroom-apartment-for-rent-2222-bellevue-avenue/1690534066,2 Bedroom Apartment for Rent - 2222 Bellevue Avenue,West Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. The Villa Maris sits directly on the ocean above the sea wall ...","{'Nearest intersection': 'Marine Drive / 22nd Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '1000sqft'}"
"$2,545.00",/v-apartments-condos/vancouver/studio-apartment-for-rent-2190-bellevue-avenue/1690871536,Studio Apartment for Rent - 2190 Bellevue Avenue,West Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. The Shoreland is located at the corner of 22nd and Bellevue ...","{'Nearest intersection': 'Marine Drive / 22nd Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '424sqft'}"
"$5,595.00",/v-apartments-condos/vancouver/3-bedroom-apartment-for-rent-2190-bellevue-avenue/1688670245,3 Bedroom Apartment for Rent - 2190 Bellevue Avenue,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. The Shoreland is located at the corner of 22nd and Bellevue ...","{'Nearest intersection': 'Marine Drive / 22nd Street', 'Bedrooms': '3', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '1317sqft'}"
"$2,750.00",/v-apartments-condos/vancouver-downtown-west-end/1-bedroom-apartment-for-rent-2035-barclay-street/1692972098,1 Bedroom Apartment for Rent - 2035 Barclay Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Welcome to Barclay Towers at 2035 Barclay Street in ...","{'Nearest intersection': None, 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '478sqft'}"
"$3,449.00",/v-apartments-condos/vancouver-downtown-west-end/2-bedroom-apartment-for-rent-2035-barclay-street/1693944918,2 Bedroom Apartment for Rent - 2035 Barclay Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Welcome to Barclay Towers at 2035 Barclay Street in ...","{'Nearest intersection': 'Lagoon Drive / Barclay Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '701sqft'}"
